Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,WAR,salary,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days
1031175,Wilyer Abreu,BOS,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,5144395.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
934102,Vaughn Grissom,ATL,2B,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73,2966883.0,NL,['ATL'],['NL'],2024,0,0,0,100,Active,0
381925,Yonathan Daza,COL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,730000.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
764395,Henry Ramos,CIN,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,4258874.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
176440,Mike Brosseau,MIL,3B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,1400000.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
898735,Conner Capel,OAK,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,720000.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
140591,Sam Hilliard,ATL,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,750000.0,NL,['ATL'],['NL'],2024,0,0,0,100,Active,0
697928,Michael Busch,LAD,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46,3358835.0,AL,['LAD'],['AL'],2024,0,0,0,100,Active,0
332342,Nick Martini,CIN,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,4345974.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
116228,Trayce Thompson,LAD,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,1450000.0,AL,"['CWS', 'LAD']",['AL'],2024,0,0,0,100,Active,0
998899,Austin Wells,NYY,C,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4113706.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
510837,Hunter Goodman,COL,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,3242701.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
441647,Aaron Hicks,NYY,OF,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,10785714.0,AL,"['BAL', 'NYY']",['AL'],2024,0,0,0,100,Active,0
632326,Franchy Cordero,NYY,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,1000000.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
584446,Luke Voit,MIL,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,2000000.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
882750,Ben Rortvedt,NYY,C,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,3736271.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
56017,Dane Myers,MIA,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,3562070.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
701414,Clint Frazier,CWS,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,3591103.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
96298,Nicky Lopez,ATL,SS,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,5173429.0,NL,"['KC', 'ATL']","['NL', 'AL']",2024,0,0,0,100,Active,0
683853,Garrett Mitchell,MIL,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,724300.0,NL,['MIL'],['NL'],2024,0,0,0,100,Active,0
154666,Danny Mendick,NYM,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,1000000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
723505,Korey Lee,CWS,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.66,3068501.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
281119,Brett Phillips,LAA,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,1200000.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
493117,Jason Vosler,CIN,3B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37,1000000.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
560116,Nick Loftin,KC,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,4854060.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
642276,Evan Carter,TEX,OF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,6291218.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
453150,Michael Stefanic,LAA,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,4244357.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
669252,Colton Cowser,BAL,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,2937850.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
970793,Estevan Florial,NYY,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,4055639.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
809123,Juan Yepez,STL,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,2952367.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
1041424,Samad Taylor,KC,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,3794338.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
503069,Jonathan Arauz,NYM,2B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
893586,Franmil Reyes,KC,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.47,2000000.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
671193,Josh Donaldson,MIL,3B,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,4229840.0,NL,"['NYY', 'MIL']","['NL', 'AL']",2024,0,0,0,100,Active,0
816643,Jo Adell,LAA,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,4491142.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
156805,Tomas Nido,NYM,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
621582,Heliot Ramos,SF,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,3547553.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
453000,Tim Locastro,NYM,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,1400000.0,NL,['NYM'],['NL'],2024,0,0,0,100,Active,0
335945,Brad Miller,TEX,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,4000000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
896540,Wade Meckler,SF,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,3997572.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
499123,Luis Urias,MIL,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,"['BOS', 'MIL']","['NL', 'AL']",2024,0,0,0,100,Active,0
682978,Darick Hall,PHI,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64,724500.0,NL,['PHI'],['NL'],2024,0,0,0,100,Active,0
559509,Michael Brantley,HOU,OF,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,12000000.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
738328,Nate Eaton,KC,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.56,722200.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
765115,Bubba Thompson,TEX,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,724305.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
253385,Trey Cabbage,LAA,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,3533036.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
821881,Carson Kelly,DET,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,4275000.0,AL,"['ARI', 'DET']",['AL'],2024,0,0,0,100,Active,0
655348,Jake Lamb,LAA,OF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,720000.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
538465,Jose Fermin,STL,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
405459,Tyler Wade,OAK,3B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,3634654.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
637565,Kyle Lewis,ARI,DH,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,1610000.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
396131,Ernie Clement,TOR,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,5463764.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
691421,C.J. Cron,LAA,1B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,7250000.0,AL,"['COL', 'LAA']","['NL', 'AL']",2024,0,0,0,100,Active,0
420724,Bobby Dalbec,BOS,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,3707237.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
104091,Terrin Vavra,BAL,2B,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51,722100.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
671646,Carlos Perez,CWS,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,"['CWS', 'OAK']",['AL'],2024,0,0,0,100,Active,0
70092,Derek Hill,WSH,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,3576587.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
882598,Taylor Trammell,SEA,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,726700.0,AL,['SEA'],['AL'],2024,0,0,0,100,Active,0
186292,Paul DeJong,TOR,SS,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,5071812.0,AL,"['STL', 'TOR', 'SF']","['NL', 'AL']",2024,0,0,0,100,Active,0
780435,Jurickson Profar,SD,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67,7750000.0,NL,"['SD', 'COL']",['NL'],2024,0,0,0,100,Active,0
880064,Bryce Johnson,SF,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,3750788.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
309066,Jared Young,CHC,1B,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,3823371.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
918908,Sam Huff,TEX,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,4418558.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
118316,Cody Thomas,OAK,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,3881438.0,AL,['OAK'],['AL'],2024,0,0,0,100,Active,0
369245,Jonny DeLuca,LAD,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['LAD'],['AL'],2024,0,0,0,100,Active,0
937937,TJ Hopkins,CIN,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,3649170.0,NL,['CIN'],['NL'],2024,0,0,0,100,Active,0
347582,Sandy Leon,TEX,C,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
53331,J.P. Martinez,TEX,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['TEX'],['AL'],2024,0,0,0,100,Active,0
850153,Kyren Paris,LAA,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,4041123.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
70093,Grae Kessinger,HOU,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,4055639.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
496179,Spencer Horwitz,TOR,1B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,4404041.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
102500,Jordyn Adams,LAA,OF,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72,2981400.0,AL,['LAA'],['AL'],2024,0,0,0,100,Active,0
1023207,Marco Luciano,SF,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,4128223.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
448634,Hunter Renfroe,CIN,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,3155601.0,NL,"['CIN', 'LAA']","['NL', 'AL']",2024,0,0,0,100,Active,0
877896,Sean Bouchard,COL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,4868577.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
940387,Coco Montes,COL,2B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29,3605620.0,NL,['COL'],['NL'],2024,0,0,0,100,Active,0
1030265,Dominic Canzone,ARI,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,3721754.0,AL,"['SEA', 'ARI']",['AL'],2024,0,0,0,100,Active,0
861033,Ivan Herrera,STL,C,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
435678,Andrew Stevenson,MIN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4113706.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
632574,Eguy Rosario,SD,3B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,4650826.0,NL,['SD'],['NL'],2024,0,0,0,100,Active,0
159906,Adam Haseley,CWS,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13,3837888.0,AL,['CWS'],['AL'],2024,0,0,0,100,Active,0
462149,Blake Rutherford,WSH,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,3678204.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
354064,Andre Lipcius,DET,3B,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,3663687.0,AL,['DET'],['AL'],2024,0,0,0,100,Active,0
303925,Junior Caminero,TB,3B,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,4084673.0,AL,['TB'],['AL'],2024,0,0,0,100,Active,0
299454,Joey Ortiz,BAL,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,4012089.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
707642,Peyton Burdick,MIA,OF,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,3997572.0,NL,['MIA'],['NL'],2024,0,0,0,100,Active,0
613085,David Hamilton,BOS,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,3910472.0,AL,['BOS'],['AL'],2024,0,0,0,100,Active,0
91252,Tyler Fitzgerald,SF,SS,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,4258874.0,NL,['SF'],['NL'],2024,0,0,0,100,Active,0
331731,Oneil Cruz,PIT,SS,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,720000.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
787587,Canaan Smith-Njigba,PIT,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,725000.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
125095,Harrison Bader,CIN,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,3533036.0,NL,"['NYY', 'CIN']","['NL', 'AL']",2024,0,0,0,100,Active,0
994478,Travis Blankenhorn,WSH,3B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,3881438.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
608579,Oscar Mercado,STL,OF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,['STL'],['NL'],2024,0,0,0,100,Active,0
940426,Ji-Man Choi,SD,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,"['SD', 'PIT']",['NL'],2024,0,0,0,100,Active,0
600227,Jasson Dominguez,NYY,OF,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['NYY'],['AL'],2024,0,0,0,100,Active,0
951324,Jose Tena,CLE,SS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,AL,['CLE'],['AL'],2024,0,0,0,100,Active,0
71831,Jordan Lawlar,ARI,SS,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,3808855.0,AL,['ARI'],['AL'],2024,0,0,0,100,Active,0
952756,Logan Porter,KC,C,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,4012089.0,AL,['KC'],['AL'],2024,0,0,0,100,Active,0
885701,Heston Kjerstad,BAL,1B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,4084673.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
494400,Kolten Wong,LAD,2B,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,4592759.0,AL,"['SEA', 'LAD']",['AL'],2024,0,0,0,100,Active,0
243371,Kyle Stowers,BAL,OF,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,722200.0,AL,['BAL'],['AL'],2024,0,0,0,100,Active,0
567680,Rodolfo Castro,PHI,2B,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,725000.0,NL,"['PHI', 'PIT']",['NL'],2024,0,0,0,100,Active,0
638323,Nelson Velazquez,CHC,OF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,"['KC', 'CHC']","['NL', 'AL']",2024,0,0,0,100,Active,0
208871,Jon Singleton,MIL,1B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,3416902.0,NL,"['HOU', 'MIL']","['NL', 'AL']",2024,0,0,0,100,Active,0
573776,Kyle Garlick,MIN,OF,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,750000.0,AL,['MIN'],['AL'],2024,0,0,0,100,Active,0
675050,Edwin Rios,CHC,1B,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,1000000.0,NL,['CHC'],['NL'],2024,0,0,0,100,Active,0
663886,Drew Millas,WSH,C,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,4287907.0,NL,['WSH'],['NL'],2024,0,0,0,100,Active,0
396334,Nathan Lukes,TOR,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,3939505.0,AL,['TOR'],['AL'],2024,0,0,0,100,Active,0
621922,Bligh Madris,HOU,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.31,3576587.0,AL,['HOU'],['AL'],2024,0,0,0,100,Active,0
101521,Chris Owings,PIT,2B,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,720000.0,NL,['PIT'],['NL'],2024,0,0,0,100,Active,0
619033,Austin Hedges,TEX,C,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.97,5000000.0,AL,"['TEX', 'PIT']","['NL', 'AL']",2024,0,0,0,100,Active,0
805827,Darin Ruf,SF,OF,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,3000000.0,NL,"['MIL', 'SF']",['NL'],2024,0,0,0,100,Active,0
867729,Jorge Alfaro,BOS,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39,3460453.0,AL,"['COL', 'BOS']","['NL', 'AL']",2024,0,0,0,100,Active,0
324745,Alfonso Rivas,SD,1B,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,4520175.0,NL,"['SD', 'PIT']",['NL'],2024,0,0,0,100,Active,0
670814,Jordan Luplow,TOR,OF,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,4113706.0,AL,"['MIN', 'TOR']",['AL'],2024,0,0,0,100,Active,0
16878,Seby Zavala,ARI,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,4157257.0,AL,"['CWS', 'ARI']",['AL'],2024,0,0,0,100,Active,0
302715,Eric Haase,CLE,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88,740100.0,AL,"['CLE', 'DET']",['AL'],2024,0,0,0,100,Active,0
603021,Mark Mathias,SF,DH,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,3750788.0,NL,"['SF', 'PIT']",['NL'],2024,0,0,0,100,Active,0
842285,Luke Williams,ATL,OF,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15,3808855.0,NL,"['ATL', 'LAD']","['NL', 'AL']",2024,0,0,0,100,Active,0
303443,Tyler Heineman,PIT,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,3924989.0,NL,"['TOR', 'PIT']","['NL', 'AL']",2024,0,0,0,100,Active,0
949089,Raimel Tapia,TB,OF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.77,2908816.0,AL,"['TB', 'BOS', 'MIL']","['NL', 'AL']",2024,0,0,0,100,Active,0
959216,Luis Torrens,SEA,C,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12,1200000.0,AL,"['SEA', 'CHC']","['NL', 'AL']",2024,0,0,0,100,Active,0
572132,AJ Pollock,SF,OF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26,3649170.0,NL,"['SEA', 'SF']","['NL', 'AL']",2024,0,0,0,100,Active,0
671769,Gary Sanchez,NYM,C,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,720000.0,NL,"['SD', 'NYM']",['NL'],2024,0,0,0,100,Active,0
266444,Matt Beaty,SF,1B,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07,1250000.0,NL,"['KC', 'SF']","['NL', 'AL']",2024,0,0,0,100,Active,0
794021,Austin Wynns,SF,C,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,3721754.0,NL,"['COL', 'LAD', 'SF']","['NL', 'AL']",2024,0,0,0,100,Active,0
321727,Jake Marisnick,CWS,OF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,4070156.0,AL,"['CWS', 'LAD', 'DET']",['AL'],2024,0,0,0,100,Active,0
